Pay_year,State,full_practice_code,practice_code,StatutoryCategory, payments ,practice_instance_count
2022,Maryland,386,386,Vegetative (6(A)(iii),,
2022,Maryland,420,420,Vegetative (6(A)(iii),,
2022,Maryland,449,449,Structural (6(A)(i)),,
2022,Maryland,472,472,Land Management (6(A)(ii)),,
2022,Maryland,512,512,Vegetative (6(A)(iii),,
2022,Maryland,528,528,Land Management (6(A)(ii)),978,7
2022,Maryland,578,578,Structural (6(A)(i)),,
2022,Maryland,612,612,Forest management (6(A)(iv)),,
2022,Maryland,649,649,Structural (6(A)(i)),2057,33
2022,Maryland,655,655,Forest management (6(A)(iv)),,
2022,Maryland,666,666,Forest management (6(A)(iv)),,
2022,Maryland,B000GRZ1,0,Bundles,,
2022,Maryland,E300EAP1,300,Existing Activity Payments,681714,402
2022,Maryland,E300EAP2,300,Existing Activity Payments,691800,306
2022,Maryland,E314A,314,Land Management (6(A)(ii)),25918,17
2022,Maryland,E315A,315,Land Management (6(A)(ii)),,
2022,Maryland,E327A,327,Vegetative (6(A)(iii),,
2022,Maryland,E327B,327,Vegetative (6(A)(iii),,
2022,Maryland,E328A,328,Vegetative (6(A)(iii),1214,5
2022,Maryland,E329A,329,Soil remediation (6(A)(vi),,
2022,Maryland,E340A,340,Vegetative (6(A)(iii),773,5
2022,Maryland,E340B,340,Vegetative (6(A)(iii),41262,13
2022,Maryland,E340C,340,Vegetative (6(A)(iii),38492,36
2022,Maryland,E340F,340,Vegetative (6(A)(iii),45422,21
2022,Maryland,E340G,340,Vegetative (6(A)(iii),14236,4
2022,Maryland,E386B,386,Vegetative (6(A)(iii),,
2022,Maryland,E420A,420,Vegetative (6(A)(iii),,
2022,Maryland,E449C,449,Structural (6(A)(i)),13240,4
2022,Maryland,E449D,449,Structural (6(A)(i)),,
2022,Maryland,E484C,484,Land Management (6(A)(ii)),,
2022,Maryland,E511A,511,Forest management (6(A)(iv)),2633,13
2022,Maryland,E512B,512,Vegetative (6(A)(iii),,
2022,Maryland,E512C,512,Vegetative (6(A)(iii),,
2022,Maryland,E512L,512,Vegetative (6(A)(iii),,
2022,Maryland,E528A,528,Land Management (6(A)(ii)),148,4
2022,Maryland,E528D,528,Land Management (6(A)(ii)),,
2022,Maryland,E528F,528,Land Management (6(A)(ii)),,
2022,Maryland,E528G,528,Land Management (6(A)(ii)),,
2022,Maryland,E528P,528,Land Management (6(A)(ii)),108206,14
2022,Maryland,E528Q,528,Land Management (6(A)(ii)),629,9
2022,Maryland,E590A,590,Structural (6(A)(i)),109491,12
2022,Maryland,E590B,590,Structural (6(A)(i)),,
2022,Maryland,E612D,612,Forest management (6(A)(iv)),,
2022,Maryland,E612G,612,Forest management (6(A)(iv)),,
2022,Maryland,E645C,645,Land Management (6(A)(ii)),,
2022,Maryland,E666F,666,Forest management (6(A)(iv)),,
2022,Maryland,E666I,666,Forest management (6(A)(iv)),,
2022,Maryland,E666J,666,Forest management (6(A)(iv)),,
2022,Maryland,E666K,666,Forest management (6(A)(iv)),,
2022,Maryland,E666O,666,Forest management (6(A)(iv)),,
2022,Maryland,E666P,666,Forest management (6(A)(iv)),,
2022,Maryland,E666R,666,Forest management (6(A)(iv)),,
2022,Maryland,MINPAY,MINPAY,2014 Other Practices,3277,16
2022,Massachusetts,314,314,Land Management (6(A)(ii)),3827,5
2022,Massachusetts,340,340,Vegetative (6(A)(iii),,
2022,Massachusetts,484,484,Land Management (6(A)(ii)),,
2022,Massachusetts,512,512,Vegetative (6(A)(iii),723,4
2022,Massachusetts,590,590,Structural (6(A)(i)),175,5
2022,Massachusetts,612,612,Forest management (6(A)(iv)),,
2022,Massachusetts,649,649,Structural (6(A)(i)),403,10
2022,Massachusetts,666,666,Forest management (6(A)(iv)),,
2022,Massachusetts,E300EAP1,300,Existing Activity Payments,20268,108
2022,Massachusetts,E300EAP2,300,Existing Activity Payments,232500,86
2022,Massachusetts,E314A,314,Land Management (6(A)(ii)),,
2022,Massachusetts,E315A,315,Land Management (6(A)(ii)),,
2022,Massachusetts,E340B,340,Vegetative (6(A)(iii),99,12
2022,Massachusetts,E420A,420,Vegetative (6(A)(iii),,
2022,Massachusetts,E484C,484,Land Management (6(A)(ii)),,
2022,Massachusetts,E590A,590,Structural (6(A)(i)),6364,5
2022,Massachusetts,E595B,595,Other (6(A)(vii)),2133,10
2022,Massachusetts,E612D,612,Forest management (6(A)(iv)),,
2022,Massachusetts,E612G,612,Forest management (6(A)(iv)),,
2022,Massachusetts,E645C,645,Land Management (6(A)(ii)),,
2022,Massachusetts,E666D,666,Forest management (6(A)(iv)),3899,5
2022,Massachusetts,E666I,666,Forest management (6(A)(iv)),,
2022,Massachusetts,E666K,666,Forest management (6(A)(iv)),,
2022,Michigan,314,314,Land Management (6(A)(ii)),5928,35
2022,Michigan,315,315,Land Management (6(A)(ii)),144,4
2022,Michigan,324,324,Soil remediation (6(A)(vi),20751,4
2022,Michigan,327,327,Vegetative (6(A)(iii),4469,74
2022,Michigan,329,329,Soil remediation (6(A)(vi),,
2022,Michigan,333,333,Soil remediation (6(A)(vi),,
2022,Michigan,338,338,Land Management (6(A)(ii)),,
2022,Michigan,340,340,Vegetative (6(A)(iii),58098,58
2022,Michigan,342,342,Vegetative (6(A)(iii),56,4
2022,Michigan,345,345,Soil remediation (6(A)(vi),13976,9
2022,Michigan,380,380,Vegetative (6(A)(iii),,
2022,Michigan,382,382,Land Management (6(A)(ii)),,
2022,Michigan,384,384,Forest management (6(A)(iv)),719,4
2022,Michigan,386,386,Vegetative (6(A)(iii),,
2022,Michigan,393,393,Vegetative (6(A)(iii),,
2022,Michigan,394,394,Land Management (6(A)(ii)),,
2022,Michigan,420,420,Vegetative (6(A)(iii),,
2022,Michigan,484,484,Land Management (6(A)(ii)),,
2022,Michigan,490,490,Forest management (6(A)(iv)),54,7
2022,Michigan,511,511,Forest management (6(A)(iv)),391,6
2022,Michigan,512,512,Vegetative (6(A)(iii),,
2022,Michigan,558,558,Structural (6(A)(i)),,
2022,Michigan,561,561,Land Management (6(A)(ii)),,
2022,Michigan,590,590,Structural (6(A)(i)),,
2022,Michigan,612,612,Forest management (6(A)(iv)),3570,53
2022,Michigan,645,645,Land Management (6(A)(ii)),,
2022,Michigan,647,647,Land Management (6(A)(ii)),,
2022,Michigan,655,655,Forest management (6(A)(iv)),,
2022,Michigan,666,666,Forest management (6(A)(iv)),6403,22
2022,Michigan,E300EAP1,300,Existing Activity Payments,3206818,1780
2022,Michigan,E300EAP2,300,Existing Activity Payments,3235129,1538
2022,Michigan,E314A,314,Land Management (6(A)(ii)),11310,44
2022,Michigan,E315A,315,Land Management (6(A)(ii)),1195,17
2022,Michigan,E327A,327,Vegetative (6(A)(iii),73249,51
2022,Michigan,E327B,327,Vegetative (6(A)(iii),23609,23
2022,Michigan,E328B,328,Vegetative (6(A)(iii),15616,4
2022,Michigan,E328D,328,Vegetative (6(A)(iii),24672,69
2022,Michigan,E328L,328,Vegetative (6(A)(iii),123375,43
2022,Michigan,E328M,328,Vegetative (6(A)(iii),7,4
2022,Michigan,E329A,329,Soil remediation (6(A)(vi),,
2022,Michigan,E329B,329,Soil remediation (6(A)(vi),4171,4
2022,Michigan,E334A,334,Other (6(A)(vii)),,
2022,Michigan,E340A,340,Vegetative (6(A)(iii),23261,20
2022,Michigan,E340B,340,Vegetative (6(A)(iii),108470,31
2022,Michigan,E340C,340,Vegetative (6(A)(iii),29830,34
2022,Michigan,E340D,340,Vegetative (6(A)(iii),1134,6
2022,Michigan,E340F,340,Vegetative (6(A)(iii),53483,25
2022,Michigan,E340G,340,Vegetative (6(A)(iii),8877,8
2022,Michigan,E340H,340,Vegetative (6(A)(iii),12,4
2022,Michigan,E345A,345,Soil remediation (6(A)(vi),9385,16
2022,Michigan,E345C,345,Soil remediation (6(A)(vi),21086,19
2022,Michigan,E373A,373,Other (6(A)(vii)),126429,15
2022,Michigan,E386D,386,Vegetative (6(A)(iii),,
2022,Michigan,E386E,386,Vegetative (6(A)(iii),,
2022,Michigan,E393A,393,Vegetative (6(A)(iii),,
2022,Michigan,E420A,420,Vegetative (6(A)(iii),,
2022,Michigan,E420B,420,Vegetative (6(A)(iii),,
2022,Michigan,E449C,449,Structural (6(A)(i)),66641,9
2022,Michigan,E449D,449,Structural (6(A)(i)),22644,4
2022,Michigan,E449I,449,Structural (6(A)(i)),,
2022,Michigan,E472A,472,Land Management (6(A)(ii)),,
2022,Michigan,E484B,484,Land Management (6(A)(ii)),116715,35
2022,Michigan,E484C,484,Land Management (6(A)(ii)),445,13
2022,Michigan,E511A,511,Forest management (6(A)(iv)),3349,10
2022,Michigan,E511B,511,Forest management (6(A)(iv)),1315,8
2022,Michigan,E512B,512,Vegetative (6(A)(iii),,
2022,Michigan,E512G,512,Vegetative (6(A)(iii),,
2022,Michigan,E512L,512,Vegetative (6(A)(iii),,
2022,Michigan,E512M,512,Vegetative (6(A)(iii),,
2022,Michigan,E528F,528,Land Management (6(A)(ii)),,
2022,Michigan,E528O,528,Land Management (6(A)(ii)),16999,13
2022,Michigan,E528P,528,Land Management (6(A)(ii)),,
2022,Michigan,E528Q,528,Land Management (6(A)(ii)),36,4
2022,Michigan,E528R,528,Land Management (6(A)(ii)),22595,8
2022,Michigan,E528S,528,Land Management (6(A)(ii)),1420,4
2022,Michigan,E533A,533,Structural (6(A)(i)),48091,4
2022,Michigan,E580B,580,Structural (6(A)(i)),,
2022,Michigan,E590A,590,Structural (6(A)(i)),766332,62
2022,Michigan,E590B,590,Structural (6(A)(i)),350352,35
2022,Michigan,E595A,595,Other (6(A)(vii)),240305,20
2022,Michigan,E595B,595,Other (6(A)(vii)),177323,43
2022,Michigan,E612B,612,Forest management (6(A)(iv)),133844,27
2022,Michigan,E612C,612,Forest management (6(A)(iv)),1850,7
2022,Michigan,E612D,612,Forest management (6(A)(iv)),,
2022,Michigan,E612E,612,Forest management (6(A)(iv)),,
2022,Michigan,E612G,612,Forest management (6(A)(iv)),191310,183
2022,Michigan,E645B,645,Land Management (6(A)(ii)),,
2022,Michigan,E645C,645,Land Management (6(A)(ii)),,
2022,Michigan,E666A,666,Forest management (6(A)(iv)),,
2022,Michigan,E666D,666,Forest management (6(A)(iv)),5485,4
2022,Michigan,E666F,666,Forest management (6(A)(iv)),8144,6
2022,Michigan,E666H,666,Forest management (6(A)(iv)),,
2022,Michigan,E666I,666,Forest management (6(A)(iv)),11159,18
2022,Michigan,E666J,666,Forest management (6(A)(iv)),10536,6
2022,Michigan,E666K,666,Forest management (6(A)(iv)),31208,25
2022,Michigan,E666L,666,Forest management (6(A)(iv)),,
2022,Michigan,E666O,666,Forest management (6(A)(iv)),38020,154
2022,Michigan,E666Q,666,Forest management (6(A)(iv)),,
2022,Michigan,MINPAY,MINPAY,2014 Other Practices,37562,65
2022,Minnesota,19 - Soil Health Precision Ag,19 - Soil Health Precision Ag,Bundles,,
2022,Minnesota,314,314,Land Management (6(A)(ii)),1345,15
2022,Minnesota,315,315,Land Management (6(A)(ii)),4647,33
2022,Minnesota,327,327,Vegetative (6(A)(iii),1368,14
2022,Minnesota,328,328,Vegetative (6(A)(iii),19077,48
2022,Minnesota,329,329,Soil remediation (6(A)(vi),34121,79
2022,Minnesota,340,340,Vegetative (6(A)(iii),248615,314
2022,Minnesota,345,345,Soil remediation (6(A)(vi),106489,122
2022,Minnesota,380,380,Vegetative (6(A)(iii),,
2022,Minnesota,382,382,Land Management (6(A)(ii)),,
2022,Minnesota,386,386,Vegetative (6(A)(iii),,
2022,Minnesota,393,393,Vegetative (6(A)(iii),,
2022,Minnesota,420,420,Vegetative (6(A)(iii),,
2022,Minnesota,449,449,Structural (6(A)(i)),2538,10
2022,Minnesota,490,490,Forest management (6(A)(iv)),302,18
2022,Minnesota,511,511,Forest management (6(A)(iv)),33815,51
2022,Minnesota,512,512,Vegetative (6(A)(iii),2198,15
2022,Minnesota,516,516,Structural (6(A)(i)),,
2022,Minnesota,528,528,Land Management (6(A)(ii)),12059,33
2022,Minnesota,590,590,Structural (6(A)(i)),398366,425
2022,Minnesota,595,595,Other (6(A)(vii)),1814604,438
2022,Minnesota,612,612,Forest management (6(A)(iv)),340,11
2022,Minnesota,614,614,Structural (6(A)(i)),,
2022,Minnesota,643,643,Land Management (6(A)(ii)),,
2022,Minnesota,645,645,Land Management (6(A)(ii)),,
2022,Minnesota,647,647,Land Management (6(A)(ii)),,
2022,Minnesota,649,649,Structural (6(A)(i)),,
2022,Minnesota,655,655,Forest management (6(A)(iv)),,
2022,Minnesota,660,660,Forest management (6(A)(iv)),,
2022,Minnesota,666,666,Forest management (6(A)(iv)),,
2022,Minnesota,E300EAP1,300,Existing Activity Payments,5938924,1281
2022,Minnesota,E300EAP2,300,Existing Activity Payments,1768798,1216
2022,Minnesota,E314A,314,Land Management (6(A)(ii)),1507,23
2022,Minnesota,E315A,315,Land Management (6(A)(ii)),13297,25
2022,Minnesota,E327A,327,Vegetative (6(A)(iii),13782,31
2022,Minnesota,E327B,327,Vegetative (6(A)(iii),459198,97
2022,Minnesota,E328A,328,Vegetative (6(A)(iii),86300,8
2022,Minnesota,E328B,328,Vegetative (6(A)(iii),,
2022,Minnesota,E328C,328,Vegetative (6(A)(iii),1210,5
2022,Minnesota,E328D,328,Vegetative (6(A)(iii),185251,104
2022,Minnesota,E328E,328,Vegetative (6(A)(iii),,
2022,Minnesota,E328F,328,Vegetative (6(A)(iii),7561,16
2022,Minnesota,E328I,328,Vegetative (6(A)(iii),6285,11
2022,Minnesota,E328L,328,Vegetative (6(A)(iii),,
2022,Minnesota,E328M,328,Vegetative (6(A)(iii),227,4
2022,Minnesota,E328O,328,Vegetative (6(A)(iii),,
2022,Minnesota,E329A,329,Soil remediation (6(A)(vi),65355,77
2022,Minnesota,E329D,329,Soil remediation (6(A)(vi),22467,15
2022,Minnesota,E340A,340,Vegetative (6(A)(iii),41136,66
2022,Minnesota,E340B,340,Vegetative (6(A)(iii),146236,39
2022,Minnesota,E340C,340,Vegetative (6(A)(iii),81978,39
2022,Minnesota,E340F,340,Vegetative (6(A)(iii),125498,52
2022,Minnesota,E340G,340,Vegetative (6(A)(iii),45305,30
2022,Minnesota,E340H,340,Vegetative (6(A)(iii),223530,123
2022,Minnesota,E345A,345,Soil remediation (6(A)(vi),80771,29
2022,Minnesota,E345D,345,Soil remediation (6(A)(vi),196556,108
2022,Minnesota,E382B,382,Land Management (6(A)(ii)),,
2022,Minnesota,E386A,386,Vegetative (6(A)(iii),3879,4
2022,Minnesota,E386B,386,Vegetative (6(A)(iii),,
2022,Minnesota,E391A,391,Forest management (6(A)(iv)),,
2022,Minnesota,E393A,393,Vegetative (6(A)(iii),19684,10
2022,Minnesota,E420A,420,Vegetative (6(A)(iii),,
2022,Minnesota,E420B,420,Vegetative (6(A)(iii),,
2022,Minnesota,E449C,449,Structural (6(A)(i)),47211,14
2022,Minnesota,E449D,449,Structural (6(A)(i)),43146,5
2022,Minnesota,E472A,472,Land Management (6(A)(ii)),,
2022,Minnesota,E511A,511,Forest management (6(A)(iv)),80211,106
2022,Minnesota,E511B,511,Forest management (6(A)(iv)),13996,9
2022,Minnesota,E511C,511,Forest management (6(A)(iv)),5350,16
2022,Minnesota,E511D,511,Forest management (6(A)(iv)),16456,4
2022,Minnesota,E512A,512,Vegetative (6(A)(iii),191,4
2022,Minnesota,E512B,512,Vegetative (6(A)(iii),1748,4
2022,Minnesota,E512C,512,Vegetative (6(A)(iii),,
2022,Minnesota,E512D,512,Vegetative (6(A)(iii),1187,7
2022,Minnesota,E512E,512,Vegetative (6(A)(iii),,
2022,Minnesota,E512F,512,Vegetative (6(A)(iii),,
2022,Minnesota,E512G,512,Vegetative (6(A)(iii),,
2022,Minnesota,E512I,512,Vegetative (6(A)(iii),,
2022,Minnesota,E512L,512,Vegetative (6(A)(iii),3772,5
2022,Minnesota,E512M,512,Vegetative (6(A)(iii),,
2022,Minnesota,E528A,528,Land Management (6(A)(ii)),2927,4
2022,Minnesota,E528F,528,Land Management (6(A)(ii)),10955,10
2022,Minnesota,E528J,528,Land Management (6(A)(ii)),,
2022,Minnesota,E528L,528,Land Management (6(A)(ii)),9305,5
2022,Minnesota,E528P,528,Land Management (6(A)(ii)),55004,12
2022,Minnesota,E528Q,528,Land Management (6(A)(ii)),3283,19
2022,Minnesota,E528R,528,Land Management (6(A)(ii)),175964,14
2022,Minnesota,E528S,528,Land Management (6(A)(ii)),90428,5
2022,Minnesota,E533A,533,Structural (6(A)(i)),,
2022,Minnesota,E590A,590,Structural (6(A)(i)),4027329,293
2022,Minnesota,E590B,590,Structural (6(A)(i)),1826323,227
2022,Minnesota,E595A,595,Other (6(A)(vii)),2925119,336
2022,Minnesota,E595B,595,Other (6(A)(vii)),1885501,254
2022,Minnesota,E612A,612,Forest management (6(A)(iv)),,
2022,Minnesota,E612C,612,Forest management (6(A)(iv)),7057,11
2022,Minnesota,E612D,612,Forest management (6(A)(iv)),1549,18
2022,Minnesota,E612E,612,Forest management (6(A)(iv)),11533,4
2022,Minnesota,E612F,612,Forest management (6(A)(iv)),,
2022,Minnesota,E612G,612,Forest management (6(A)(iv)),101996,37
2022,Minnesota,E643B,643,Land Management (6(A)(ii)),,
2022,Minnesota,E645B,645,Land Management (6(A)(ii)),,
2022,Minnesota,E645C,645,Land Management (6(A)(ii)),16497,13
2022,Minnesota,E666A,666,Forest management (6(A)(iv)),,
2022,Minnesota,E666F,666,Forest management (6(A)(iv)),20203,7
2022,Minnesota,E666G,666,Forest management (6(A)(iv)),,
2022,Minnesota,E666H,666,Forest management (6(A)(iv)),,
2022,Minnesota,E666I,666,Forest management (6(A)(iv)),,
2022,Minnesota,E666K,666,Forest management (6(A)(iv)),,
2022,Minnesota,E666O,666,Forest management (6(A)(iv)),15720,27
2022,Minnesota,E666Q,666,Forest management (6(A)(iv)),,
2022,Minnesota,MINPAY,MINPAY,2014 Other Practices,14188,36
2022,Mississippi,1,1,Bundles,,
2022,Mississippi,18 - Precision Ag,18 - Precision Ag,Bundles,144886,14
2022,Mississippi,19 - Soil Health Precision Ag,19 - Soil Health Precision Ag,Bundles,276062,20
2022,Mississippi,2,2,Bundles,604287,12
2022,Mississippi,20 - Soil Health Assessment,20 - Soil Health Assessment,Bundles,,
2022,Mississippi,3,3,Bundles,87113,5
2022,Mississippi,314,314,Land Management (6(A)(ii)),918,21
2022,Mississippi,315,315,Land Management (6(A)(ii)),19591,83
2022,Mississippi,327,327,Vegetative (6(A)(iii),4312,37
2022,Mississippi,328,328,Vegetative (6(A)(iii),88372,76
2022,Mississippi,329,329,Soil remediation (6(A)(vi),2358,13
2022,Mississippi,338,338,Land Management (6(A)(ii)),8228,26
2022,Mississippi,340,340,Vegetative (6(A)(iii),354388,72
2022,Mississippi,342,342,Vegetative (6(A)(iii),1641,16
2022,Mississippi,345,345,Soil remediation (6(A)(vi),154621,81
2022,Mississippi,382,382,Land Management (6(A)(ii)),,
2022,Mississippi,386,386,Vegetative (6(A)(iii),,
2022,Mississippi,390,390,Vegetative (6(A)(iii),1267,7
2022,Mississippi,391,391,Forest management (6(A)(iv)),266,9
2022,Mississippi,393,393,Vegetative (6(A)(iii),597,5
2022,Mississippi,394,394,Land Management (6(A)(ii)),2885,26
2022,Mississippi,410,410,Land Management (6(A)(ii)),2959,10
2022,Mississippi,449,449,Structural (6(A)(i)),39500,43
2022,Mississippi,462,462,Land Management (6(A)(ii)),,
2022,Mississippi,472,472,Land Management (6(A)(ii)),,
2022,Mississippi,484,484,Land Management (6(A)(ii)),332,14
2022,Mississippi,490,490,Forest management (6(A)(iv)),1125,19
2022,Mississippi,511,511,Forest management (6(A)(iv)),46,4
2022,Mississippi,512,512,Vegetative (6(A)(iii),13230,6
2022,Mississippi,516,516,Structural (6(A)(i)),,
2022,Mississippi,528,528,Land Management (6(A)(ii)),30434,23
2022,Mississippi,587,587,Structural (6(A)(i)),,
2022,Mississippi,590,590,Structural (6(A)(i)),66370,98
2022,Mississippi,595,595,Other (6(A)(vii)),264248,107
2022,Mississippi,612,612,Forest management (6(A)(iv)),1154,25
2022,Mississippi,644,644,Land Management (6(A)(ii)),,
2022,Mississippi,645,645,Land Management (6(A)(ii)),17360,11
2022,Mississippi,646,646,Land Management (6(A)(ii)),,
2022,Mississippi,647,647,Land Management (6(A)(ii)),44,5
2022,Mississippi,666,666,Forest management (6(A)(iv)),53324,59
2022,Mississippi,B000CPL12,0,Bundles,240799,17
2022,Mississippi,B000CPL13,0,Bundles,2130867,84
2022,Mississippi,B000CPL15,0,Bundles,,
2022,Mississippi,B000PST5,0,Bundles,42703,14
2022,Mississippi,E300EAP1,300,Existing Activity Payments,3459741,1238
2022,Mississippi,E300EAP2,300,Existing Activity Payments,1306825,1180
2022,Mississippi,E314A,314,Land Management (6(A)(ii)),3206,22
2022,Mississippi,E315A,315,Land Management (6(A)(ii)),250530,151
2022,Mississippi,E327A,327,Vegetative (6(A)(iii),4584,11
2022,Mississippi,E327B,327,Vegetative (6(A)(iii),52720,44
2022,Mississippi,E328A,328,Vegetative (6(A)(iii),106909,12
2022,Mississippi,E328D,328,Vegetative (6(A)(iii),6951,31
2022,Mississippi,E328E,328,Vegetative (6(A)(iii),,
2022,Mississippi,E328F,328,Vegetative (6(A)(iii),1012,8
2022,Mississippi,E329A,329,Soil remediation (6(A)(vi),1212,7
2022,Mississippi,E329C,329,Soil remediation (6(A)(vi),,
2022,Mississippi,E329E,329,Soil remediation (6(A)(vi),7918,13
2022,Mississippi,E338A,338,Land Management (6(A)(ii)),,
2022,Mississippi,E338B,338,Land Management (6(A)(ii)),311689,50
2022,Mississippi,E338C,338,Land Management (6(A)(ii)),165805,22
2022,Mississippi,E340A,340,Vegetative (6(A)(iii),21752,48
2022,Mississippi,E340B,340,Vegetative (6(A)(iii),23595,31
2022,Mississippi,E340C,340,Vegetative (6(A)(iii),24694,11
2022,Mississippi,E340E,340,Vegetative (6(A)(iii),,
2022,Mississippi,E340F,340,Vegetative (6(A)(iii),101155,33
2022,Mississippi,E340G,340,Vegetative (6(A)(iii),45898,33
2022,Mississippi,E340H,340,Vegetative (6(A)(iii),,
2022,Mississippi,E345A,345,Soil remediation (6(A)(vi),1037423,347
2022,Mississippi,E345B,345,Soil remediation (6(A)(vi),4148,22
2022,Mississippi,E345C,345,Soil remediation (6(A)(vi),,
2022,Mississippi,E345D,345,Soil remediation (6(A)(vi),38137,39
2022,Mississippi,E345E,345,Soil remediation (6(A)(vi),30729,63
2022,Mississippi,E381A,381,Vegetative (6(A)(iii),,
2022,Mississippi,E382A,382,Land Management (6(A)(ii)),7848,19
2022,Mississippi,E386A,386,Vegetative (6(A)(iii),,
2022,Mississippi,E386B,386,Vegetative (6(A)(iii),,
2022,Mississippi,E390B,390,Vegetative (6(A)(iii),,
2022,Mississippi,E391B,391,Forest management (6(A)(iv)),234774,16
2022,Mississippi,E391C,391,Forest management (6(A)(iv)),,
2022,Mississippi,E393A,393,Vegetative (6(A)(iii),,
2022,Mississippi,E420A,420,Vegetative (6(A)(iii),21467,25
2022,Mississippi,E420B,420,Vegetative (6(A)(iii),,
2022,Mississippi,E449B,449,Structural (6(A)(i)),,
2022,Mississippi,E511A,511,Forest management (6(A)(iv)),7565,22
2022,Mississippi,E511B,511,Forest management (6(A)(iv)),2714,10
2022,Mississippi,E511C,511,Forest management (6(A)(iv)),27053,6
2022,Mississippi,E512A,512,Vegetative (6(A)(iii),,
2022,Mississippi,E512B,512,Vegetative (6(A)(iii),,
2022,Mississippi,E512D,512,Vegetative (6(A)(iii),559,4
2022,Mississippi,E512F,512,Vegetative (6(A)(iii),,
2022,Mississippi,E512I,512,Vegetative (6(A)(iii),,
2022,Mississippi,E512J,512,Vegetative (6(A)(iii),,
2022,Mississippi,E512K,512,Vegetative (6(A)(iii),,
2022,Mississippi,E512L,512,Vegetative (6(A)(iii),2931,4
2022,Mississippi,E512M,512,Vegetative (6(A)(iii),57244,7
2022,Mississippi,E528A,528,Land Management (6(A)(ii)),5510,26
2022,Mississippi,E528B,528,Land Management (6(A)(ii)),,
2022,Mississippi,E528D,528,Land Management (6(A)(ii)),57,4
2022,Mississippi,E528E,528,Land Management (6(A)(ii)),,
2022,Mississippi,E528G,528,Land Management (6(A)(ii)),5389,15
2022,Mississippi,E528I,528,Land Management (6(A)(ii)),,
2022,Mississippi,E528J,528,Land Management (6(A)(ii)),16356,19
2022,Mississippi,E528M,528,Land Management (6(A)(ii)),453,10
2022,Mississippi,E528O,528,Land Management (6(A)(ii)),234013,65
2022,Mississippi,E528Q,528,Land Management (6(A)(ii)),652,8
2022,Mississippi,E528R,528,Land Management (6(A)(ii)),51570,11
2022,Mississippi,E580A,580,Structural (6(A)(i)),,
2022,Mississippi,E590A,590,Structural (6(A)(i)),5608360,363
2022,Mississippi,E590B,590,Structural (6(A)(i)),339578,80
2022,Mississippi,E590C,590,Structural (6(A)(i)),253077,70
2022,Mississippi,E595A,595,Other (6(A)(vii)),2573948,301
2022,Mississippi,E595B,595,Other (6(A)(vii)),879558,268
2022,Mississippi,E612A,612,Forest management (6(A)(iv)),,
2022,Mississippi,E612B,612,Forest management (6(A)(iv)),,
2022,Mississippi,E612C,612,Forest management (6(A)(iv)),8510,9
2022,Mississippi,E612D,612,Forest management (6(A)(iv)),2677,15
2022,Mississippi,E612E,612,Forest management (6(A)(iv)),,
2022,Mississippi,E612G,612,Forest management (6(A)(iv)),37712,22
2022,Mississippi,E645A,645,Land Management (6(A)(ii)),,
2022,Mississippi,E645B,645,Land Management (6(A)(ii)),70065,16
2022,Mississippi,E646A,646,Land Management (6(A)(ii)),48576,25
2022,Mississippi,E647A,647,Land Management (6(A)(ii)),,
2022,Mississippi,E666A,666,Forest management (6(A)(iv)),637736,116
2022,Mississippi,E666B,666,Forest management (6(A)(iv)),,
2022,Mississippi,E666C,666,Forest management (6(A)(iv)),,
2022,Mississippi,E666D,666,Forest management (6(A)(iv)),406075,80
2022,Mississippi,E666E,666,Forest management (6(A)(iv)),111669,8
2022,Mississippi,E666F,666,Forest management (6(A)(iv)),67452,11
2022,Mississippi,E666G,666,Forest management (6(A)(iv)),34486,41
2022,Mississippi,E666H,666,Forest management (6(A)(iv)),193598,148
2022,Mississippi,E666I,666,Forest management (6(A)(iv)),183254,38
2022,Mississippi,E666J,666,Forest management (6(A)(iv)),,
2022,Mississippi,E666K,666,Forest management (6(A)(iv)),19605,12
2022,Mississippi,E666L,666,Forest management (6(A)(iv)),,
2022,Mississippi,E666O,666,Forest management (6(A)(iv)),704444,220
2022,Mississippi,E666P,666,Forest management (6(A)(iv)),2546989,195
2022,Mississippi,E666Q,666,Forest management (6(A)(iv)),27751,21
2022,Mississippi,E666R,666,Forest management (6(A)(iv)),,
2022,Mississippi,MINPAY,MINPAY,2014 Other Practices,94409,159
2022,Missouri,314,314,Land Management (6(A)(ii)),35380,145
2022,Missouri,315,315,Land Management (6(A)(ii)),37397,121
2022,Missouri,327,327,Vegetative (6(A)(iii),382,5
2022,Missouri,328,328,Vegetative (6(A)(iii),1935,9
2022,Missouri,329,329,Soil remediation (6(A)(vi),,
2022,Missouri,338,338,Land Management (6(A)(ii)),7725,53
2022,Missouri,340,340,Vegetative (6(A)(iii),257238,95
2022,Missouri,342,342,Vegetative (6(A)(iii),948,4
2022,Missouri,345,345,Soil remediation (6(A)(vi),,
2022,Missouri,380,380,Vegetative (6(A)(iii),,
2022,Missouri,381,381,Vegetative (6(A)(iii),,
2022,Missouri,382,382,Land Management (6(A)(ii)),8927,28
2022,Missouri,386,386,Vegetative (6(A)(iii),574,9
2022,Missouri,393,393,Vegetative (6(A)(iii),,
2022,Missouri,394,394,Land Management (6(A)(ii)),265,5
2022,Missouri,410,410,Land Management (6(A)(ii)),,
